,lat,lon,name,neighbor
2193435055,34.0276353,-118.2748494,,"['544348510', '63785522']"
2193435072,34.0258115,-118.2758945,,"['63785502', '1378231762']"
2193439967,34.018234,-118.291544,,"['2193439972', '6792034225']"
2193439972,34.0182744,-118.2915453,,"['63068674', '2193439967']"
2193439981,34.0182608,-118.2977297,,"['270840039', '123112731']"
2305440181,34.021056,-118.2881637,Electric Vehicle Charging Station,['4536993737']
2305853437,34.0202058,-118.2852036,Traveler39s Fountain,['2305853438']
2305853438,34.0205678,-118.2854346,Tommy Trojan,['2305853437']
2467986535,34.0141468,-118.2811404,,"['269637757', '269637758']"
2495079932,34.0284155,-118.2649335,,"['2611833617', '6811587230', '7859943170']"
2514541020,34.0318076,-118.2799185,,"['3398621878', '6816175281']"
2514541118,34.0302777,-118.2959162,,"['122659224', '122814472']"
2514542032,34.0310513,-118.2797622,,"['6816193803', '6788499818']"
2556547563,34.0241805,-118.2642733,,['123015369']
2556547828,34.0166741,-118.2644308,,"['1790748073', '1790748072']"
2557646331,34.0111434,-118.2710446,,"['123732667', '123715938']"
2557646333,34.0111315,-118.2722206,,"['123153851', '123153805']"
2557646341,34.0111454,-118.2698619,,"['123715930', '123373486']"
2576235243,34.0240525,-118.2755746,,"['5680945548', '6788102190']"
2576235246,34.0254129,-118.2747261,,"['7287180718', '269636340']"
2576235248,34.0254503,-118.2746011,,"['269636340', '7197964036']"
2578244375,34.0317653,-118.2908339,Ralphs,['5559640911']
2611833616,34.0307353,-118.2641371,,['3574052697']
2611833617,34.0286749,-118.2654569,,"['6789994795', '2495079932']"
2611833620,34.0308625,-118.2640199,,['72092084']
2611833621,34.0318416,-118.2679028,,['1873056042']
2611833622,34.0314791,-118.2671061,,"['4012792183', '1873055980', '4291108051']"
2613066327,34.0195929,-118.2727072,,"['7867482516', '123268491']"
2613066347,34.0188761,-118.2731465,,"['7424313408', '63785589']"
2613073686,34.0154235,-118.2959181,,"['122670242', '123053765']"
2613073689,34.0132271,-118.2953805,,"['6805699891', '6815190440']"
2613073690,34.0120896,-118.2964614,,['6815190443']
2613073703,34.0168487,-118.2958734,,"['122935647', '1842078005']"
2613073705,34.0132285,-118.296465,,['6815190441']
2613073707,34.0159664,-118.2958764,,"['1842078005', '2613073720']"
2613073716,34.012091,-118.2953724,,"['7871554564', '6815190442']"
2613073717,34.014135,-118.2953832,,"['123053763', '6815190438']"
2613073720,34.0155852,-118.2958751,,"['2613073707', '122670242']"
2613081563,34.0236047,-118.2938264,,"['123660671', '122827893']"
2613117861,34.0269237,-118.2882352,,"['122719259', '6817230316']"
2613117867,34.0253574,-118.2786864,,"['4835551110', '6787803635', '6045067406']"
2613117869,34.0282263,-118.2948216,,"['123178896', '2613117870']"
2613117870,34.027635,-118.2948232,,"['2613117869', '122719270']"
2613117872,34.0259567,-118.2937387,,"['2613117921', '4583266234']"
2613117876,34.0286794,-118.2921243,,"['5472476968', '7771782319']"
2613117877,34.0259433,-118.2959227,,"['2613117897', '7499423990']"
2613117878,34.0259567,-118.2948278,,"['2613117896', '1878000364']"
2613117879,34.0260702,-118.2803308,,"['6813379406', '6813379407']"
2613117880,34.0276283,-118.2959202,,"['122935692', '1771004834']"
2613117883,34.0286551,-118.2953859,,"['123178896', '122935692']"
2613117884,34.0282329,-118.293741,,"['123178891', '122719282']"
2613117885,34.0274428,-118.2909227,,"['6807374562', '6813416156']"
2613117886,34.0301207,-118.282604,,"['123408727', '6816709310']"
2613117887,34.0259033,-118.298087,,"['122719050', '6814958419']"
2613117890,34.0263922,-118.278032,,"['4835551096', '6807554573']"
2613117891,34.0282446,-118.2807333,,"['122659191', '6813379507']"
2613117893,34.0274126,-118.2845967,,"['6813405231', '122719255']"
2613117895,34.0279116,-118.2882352,,"['123178876', '122719259']"
2613117896,34.0266902,-118.2948279,,"['122719270', '2613117878']"
2613117897,34.0266858,-118.2959216,,"['122719273', '2613117877']"
2613117899,34.0272339,-118.2814212,,"['6813416162', '7601578291']"
2613117900,34.0274021,-118.2773666,,"['4835551084', '7863656075']"
2613117902,34.0283926,-118.2909254,,"['6816193784', '6813416153']"
2613117905,34.0276439,-118.2937336,,"['122719282', '122719268']"
2613117906,34.0283889,-118.2845912,,"['123178871', '2613156405']"
2613117909,34.0307551,-118.2790879,,['6788499818']
2613117913,34.0291023,-118.2948208,,['123178896']
2613117914,34.0259033,-118.2970008,,"['7499423991', '123295528']"
2613117921,34.0266925,-118.2937363,,"['6813405225', '2613117872']"
2613119049,34.0310831,-118.2811485,,"['122571158', '6816180157']"
2613119050,34.0306751,-118.2802418,,"['123408722', '6816193804']"
2613151790,34.0317333,-118.2823485,,['6816180160']
2613156405,34.0283885,-118.2846512,,"['2613117906', '6807243572']"
2613156406,34.0293478,-118.2846516,,"['6816193699', '6807439002']"
2613157013,34.0238822,-118.277984,,"['5680945532', '123241963']"
2613157014,34.0247898,-118.2774165,,"['5680945549', '4835551230']"
2613159968,34.0190163,-118.2915392,,"['6813379562', '4015372464']"
2753199985,34.0180502,-118.2828613,,"['1837212107', '6820935907']"
2817034894,34.0193325,-118.28484,Allan Hancock Foundation,['2817034895']
2817034895,34.0197048,-118.2846227,Newman Recital Hall in Hancock Foundation,['2817034894']
2898445152,34.0115621,-118.2785974,,"['1837206592', '1837206588']"
2898445153,34.0115875,-118.2784477,,"['1837206590', '1837206591']"
2935827801,34.0247976,-118.2715003,,"['6807365424', '3663661786', '122814237', '4012792181']"
3003074929,34.0302237,-118.2689123,,"['3663661795', '1873056015', '1873055951']"
3088547686,34.0260723,-118.2780288,Kentucky Fried Chicken,['4835551096']
3088548446,34.0234847,-118.2793109,CVS,['6813379501']
3194655793,34.0262965,-118.2749797,,"['1400581340', '29477080']"
3194655794,34.02043,-118.2785551,,"['3958766681', '1377683422']"
3195897587,34.0247772,-118.2915554,,"['4015203132', '4015203129', '4015203128']"
3398621878,34.0313522,-118.2801994,,"['122571162', '2514541020']"
3403035582,34.0268039,-118.2753814,,"['4835549605', '63785514']"
3403035586,34.0252884,-118.2763876,,"['7642688094', '122855866']"
3438433459,34.0292085,-118.2753546,,"['4835551079', '1832234138']"
3438433461,34.0289087,-118.275545,,"['4835551077', '4835551079', '5695236165']"
3574052697,34.0308791,-118.26446,,"['21098546', '2611833616']"
3574052700,34.0297096,-118.2655694,,"['4012726941', '6805256746']"
3574052732,34.0310713,-118.2660038,,"['4011837238', '6788017707']"
3574052741,34.0293162,-118.2668968,,"['123250775', '122956976']"
3642819026,34.026454,-118.2882352,,"['6817230316', '6817230310']"
3663661786,34.0248524,-118.2716241,,"['2935827801', '544348520']"
3663661787,34.0249221,-118.2734253,,"['122814384', '6813513568']"
3663661788,34.0253992,-118.2728662,,"['544348520', '122659031']"
3663661789,34.0264341,-118.2721887,,"['6788584357', '123281095', '4944439089']"
3663661790,34.0265232,-118.2723918,,"['123281095', '6807381232']"
3663661791,34.0273819,-118.271585,,"['6788584378', '1732340059']"
3663661792,34.0282754,-118.2710124,,"['6805686618', '1732340098']"
3663661793,34.02914,-118.2704583,,"['1732340079', '6805686622']"
3663661794,34.0292239,-118.2706821,,"['1732340079', '1732340094']"
3663661795,34.0301783,-118.268813,,"['3003074929', '1873055980']"
3699276746,34.0111333,-118.2957046,University SDA Church Food Pantry,['358850019']
3724125231,34.0319144,-118.2918378,St Agnes Church,['358791507']
3732301010,34.0274444,-118.2756105,St John39s CathedralHope Net,['4011837232']
3958766681,34.0209958,-118.2782054,,"['3194655794', '354062976']"
4011837220,34.0181656,-118.2729485,,"['6477612667', '4026699438']"
4011837221,34.0194447,-118.2735881,,"['63785577', '123268491']"
4011837222,34.0217748,-118.278492,,"['1841835270', '1841835282']"
4011837223,34.0220278,-118.2719181,,"['122719187', '123672756']"
4011837224,34.0224992,-118.2716164,,"['6817197861', '122719187']"
4011837225,34.0233597,-118.2710662,,"['6817197861', '122814235']"
4011837226,34.0237611,-118.2707978,,"['122814235', '122659026']"
4011837227,34.0248282,-118.2766416,,"['6208583983', '122855866']"
4011837228,34.0250257,-118.2699564,,"['63785414', '122659026']"
4011837229,34.0256277,-118.2695653,,"['63785414', '7861033568']"
4011837230,34.026581,-118.2754453,,"['4060116190', '7040336497']"
4011837231,34.0278604,-118.268132,,"['122740031', '122817160']"
4011837232,34.0279255,-118.2755006,,"['4835551074', '63785522', '3732301010']"
4011837233,34.0282201,-118.2678962,,"['123161956', '122740031']"
4011837234,34.0283056,-118.2743481,,"['4400460721', '1732340075']"
4011837235,34.0284943,-118.2767854,,"['6813565323', '6787803648']"
4011837236,34.0292267,-118.2784208,,"['6787803648', '123012558']"
4011837238,34.0311685,-118.2659392,,"['3574052732', '1738419613']"
4011837239,34.0312082,-118.2740694,,"['123161907', '6817111153']"
4011837240,34.0318911,-118.2654087,,['1873055916']
4012541084,34.0268247,-118.2720556,,"['5680945535', '6805477811']"
4012541085,34.0276502,-118.2715328,,"['1732340059', '1732340098']"
4012541086,34.0288379,-118.2707852,,"['6816288735', '1732340098']"
4012541087,34.0295476,-118.2703275,,"['7986599522', '5680945546']"
4012541088,34.0308108,-118.2695237,,"['1738419616', '4012543489']"
4012543489,34.0312159,-118.2692593,,"['6487490663', '4012541088']"
4012693769,34.0290728,-118.2690335,,"['123161961', '5680945544']"
4012693770,34.0305414,-118.2728471,,"['4012693771', '6225907131']"
4012693771,34.0307865,-118.272709,,"['4012693770', '122855857']"
4012693772,34.0311477,-118.2725029,,"['122855855', '122855857']"
4012726917,34.0190825,-118.2723778,,"['4012726918', '63785589']"
4012726918,34.0192101,-118.2722982,,"['4012726917', '123120172']"
4012726919,34.0197063,-118.2719769,,"['123120169', '4012726920']"
4012726920,34.0198629,-118.2718756,,"['4012726919', '33078886']"
4012726921,34.0205223,-118.27145,,"['4012726922', '122993638']"
4012726922,34.0206695,-118.2713537,,"['123076780', '4012726921']"
4012726923,34.0212984,-118.2709429,,"['4012726924', '214470820']"
4012726924,34.0214302,-118.2708588,,"['4012726923', '122719184']"
4012726925,34.022078,-118.270446,,"['122719184', '4012726926']"
4012726926,34.0222264,-118.2703516,,"['4012726925', '4012726928']"
4012726928,34.0225299,-118.2701738,,"['6807241402', '4060096187', '4012726926']"
4012726929,34.0238437,-118.2693396,,"['122659026', '4012726932', '7861033541']"
4012726932,34.0240282,-118.2692136,,"['6807241412', '4012726929', '4060105091']"
4012726933,34.0251575,-118.268477,,"['67666150', '4012726934']"
4012726934,34.0255806,-118.2682065,,"['4012726933', '123120155']"
4012726935,34.0260025,-118.2679394,,"['6816895136', '123120153']"
4012726936,34.0264142,-118.2676807,,"['6816895136', '123120151']"
4012726937,34.0269067,-118.2673686,,"['33078887', '6818460814']"
4012726938,34.0281073,-118.2665872,,"['123120147', '5621164977']"
4012726941,34.0304258,-118.2650781,,"['3574052700', '21098546']"
4012759741,34.0189666,-118.2733498,,"['7424313408', '63785577']"
4012759742,34.0193851,-118.2742821,,"['7867482505', '7867482507']"
4012759743,34.0194676,-118.2744647,,"['63785567', '7867482507']"
4012759744,34.0199348,-118.2755021,,"['7424313393', '4012759745']"
4012759745,34.020015,-118.2756805,,"['123280934', '4012759744']"
4012759746,34.0205401,-118.2768606,,"['123280934', '4012759747', '732642214']"
4012759747,34.0206247,-118.2770522,,"['4012759746', '123292045']"
4012792178,34.0165191,-118.2769082,,"['6820982898', '1732243772']"
4012792179,34.019302,-118.2751296,,"['63785567', '7424313391']"
4012792180,34.0199517,-118.2747098,,"['63785567', '7867482499']"
4012792181,34.0255516,-118.2709998,,"['123254962', '2935827801']"
4012792182,34.0261757,-118.2705936,,"['123254962', '123183631']"
4012792183,34.0315686,-118.2670411,,"['1873055988', '2611833622']"
4012792184,34.0317287,-118.2640909,,['7137906862']
4012842267,34.0163548,-118.2675234,,"['7424270434', '7424270437']"
4012842268,34.0170394,-118.2690627,,"['122654285', '6805221414']"
4012842269,34.0174063,-118.2698815,,"['6804831748', '122654285']"
4012842270,34.0183931,-118.2720695,,"['63785589', '6804831755']"
4012842271,34.0250779,-118.2691788,,"['67666150', '7861033571']"
4012842272,34.025518,-118.2777052,,"['4835551103', '4835551104']"
4012842273,34.0255946,-118.2703089,,"['6788584348', '7071965737']"
4012842275,34.0260235,-118.2712631,,"['6788584370', '6788584374']"
4012842276,34.0262915,-118.2718671,,"['6788584357', '6788584360']"
4012842277,34.0277919,-118.2762681,,"['4835551064', '6813565326']"
4012842278,34.0317539,-118.2660154,,['1873055916']
4012842279,34.0317803,-118.2664589,,"['1873055988', '63785441']"
4012848858,34.0246,-118.2782923,,"['4835551238', '7735888673']"
4012864450,34.0208249,-118.2759107,,"['544348522', '123268493']"
4012864451,34.0231343,-118.2743978,,"['1732340070', '7867127941']"
4012864452,34.0236681,-118.2740567,,"['6788102185', '1732340070']"
4012864453,34.0261388,-118.2724943,,"['4147530483', '123281095']"
4015203109,34.0200476,-118.2916195,,"['604243558', '123152312']"
4015203110,34.0200454,-118.2915011,,"['123152312', '4015203113']"
4015203113,34.0213052,-118.2914883,,"['4015203110', '4015203116']"
4015203114,34.0213068,-118.2916231,,"['4015203116', '604243558']"
4015203116,34.021371,-118.2915535,,"['4015203113', '6814958399', '4015203114']"
4015203120,34.022624,-118.2915566,,"['4872897506', '4015203121']"
4015203121,34.0227888,-118.291557,,"['4015203120', '6814958436']"
4015203123,34.023264,-118.2916267,,"['4015203128', '1878000351']"
4015203124,34.0232664,-118.2914857,,"['1878000351', '6352865690']"
4015203127,34.0241404,-118.2914784,,"['6352865690', '4015203129', '6510341960']"
4015203128,34.0247023,-118.2916136,,"['3195897587', '4015203123']"
4015203129,34.0247041,-118.2914861,,"['4015203127', '3195897587']"
4015203132,34.025096,-118.2915563,,"['3195897587', '6389467809', '6510341958']"
4015203133,34.0256387,-118.2915523,,"['4015203134', '21098539']"
4015203134,34.026026,-118.2915524,,"['4015203136', '4015203133', '6510353832']"
4015203136,34.0261741,-118.291552,,"['4015203134', '123152294']"
4015203141,34.0301811,-118.291551,,"['6807909279', '6805743834']"
4015372453,34.0158978,-118.2915467,,"['4015372455', '6792034223', '4015372454', '6512303434']"
4015372454,34.0160101,-118.2916075,,"['6792034224', '4015372453']"
4015372455,34.016011,-118.2915011,,"['4015372453', '4015372456']"
4015372456,34.0165509,-118.291502,,"['4015372455', '1842081671']"
4015372457,34.0168131,-118.2916109,,"['1842081671', '7871971117', '4015372460', '6792034224']"
4015372458,34.0174972,-118.2828224,,"['1837212100', '6813411586', '6813411588']"
4015372459,34.0175137,-118.2914975,,"['1842081671', '4015372461']"
4015372460,34.017528,-118.291609,,"['4015372461', '4015372457']"
4015372461,34.0176168,-118.2915601,,"['6805827702', '4015372459', '4015372460']"
4015372462,34.0177641,-118.2827223,,"['1472141024', '6813411586']"
4015372463,34.0192858,-118.2816845,,"['6819179749', '4015372468', '4015372469']"
4015372464,34.0191271,-118.2915381,,"['4015372466', '2613159968', '4015372465']"
4015372465,34.0191871,-118.2914866,,"['4015372464', '4015372470']"
4015372466,34.0191893,-118.2916085,,"['4015372471', '4015372464']"
4015372468,34.0193515,-118.2815731,,"['4015372463', '4015372474']"
4015372469,34.0193894,-118.2816785,,"['1732243620', '4015372463', '4089614984']"
4015372470,34.0195143,-118.2914891,,"['4015372465', '4015372472']"
4015372471,34.0195183,-118.2916124,,"['4015372472', '4015372466']"
4015372472,34.0195872,-118.2915568,,"['4015372471', '6814955793', '4015372470']"
4015372474,34.019886,-118.2812184,,"['4015372468', '4015372476']"
4015372475,34.0199455,-118.2813463,,"['4015372476', '1732243620']"
4015372476,34.0200302,-118.2812043,,"['6813379548', '4015372474', '4015372475']"
4015372477,34.0205088,-118.2808373,,"['1732243576', '4015372479']"
4015372478,34.0205503,-118.280925,,"['4399914059', '1732243576']"
4015372479,34.0211292,-118.2804532,,"['4015372477', '123241977']"
4015372481,34.0225432,-118.2795895,,"['6813379534', '7930461034']"
4015372482,34.0231681,-118.2791931,,"['6813379534', '4015372483']"
4015372483,34.0232639,-118.2791328,,"['5690152760', '4015372482']"
4015372484,34.0246089,-118.2838417,,"['6813379430', '7204030702']"
4015372485,34.0261714,-118.2839765,,"['6813379479', '7071032399']"
4015372486,34.0268032,-118.2839827,,"['6813405232', '7071032399']"
4015372487,34.0279244,-118.283972,,"['4015372488', '6813405229']"
4015372488,34.0280997,-118.2839712,,"['6813405266', '4015372487']"
4015377689,34.0291118,-118.2839645,,"['4015377690', '122814447']"
4015377690,34.0292069,-118.2839641,,"['6816193698', '4015377689']"
4015377691,34.0310983,-118.2840092,,"['6816193694', '544693739']"
4015405536,34.0162657,-118.2798924,,"['6819220738', '269635507']"
4015405537,34.0164216,-118.2811323,,"['348122770', '6820982920']"
4015405538,34.0179496,-118.2813627,,"['348122198', '6820972454']"
4015405540,34.0181387,-118.2896511,,"['213431695', '123112725']"
4015405541,34.0181393,-118.2841067,,"['932401855', '6820935897']"
4015405542,34.0181449,-118.2833055,,"['4015405543', '1781230449']"
4015405543,34.0181491,-118.2831142,,"['4015405542', '1837212104']"
4015405544,34.0181737,-118.2925219,,"['123112727', '6805827703']"
4015405545,34.0181907,-118.298097,,['123112731']
4015405546,34.0183265,-118.2895154,,"['1732243668', '1732243601']"
4015405547,34.0183339,-118.2905538,,"['7023430187', '4015405548']"
4015405548,34.0183358,-118.2908705,,"['6813379574', '4015405547']"
4015405549,34.0183164,-118.2830342,,"['4399693648', '1781230450']"
4015405550,34.0183718,-118.2974733,,"['123112834', '122935638']"
4015405552,34.0184078,-118.2811242,,"['6813411585', '4399914028']"
4015405553,34.0189092,-118.2803352,,"['4399914049', '269633270']"
4015405554,34.0193501,-118.2797665,,"['269633242', '269633241']"
4015423959,34.0215194,-118.2791368,,"['7860380185', '1841835270']"
4015423960,34.0216907,-118.279522,,"['4015423961', '7860380185']"
4015423961,34.0217578,-118.2796729,,"['4015423960', '6813379493']"
4015423962,34.0222506,-118.2807801,,"['6813379494', '1286136422']"
4015423963,34.0228308,-118.2819043,,"['4141790922', '1286136447']"
4015423964,34.0230892,-118.282759,,"['1673648297', '6813379452']"
4015423965,34.0239647,-118.2847062,,"['6807479782', '6813379478']"
4015423966,34.0248298,-118.2863598,,"['7434941012', '5690152766']"
4015423967,34.0253352,-118.2877679,,"['1286136467', '1286136425']"
4015423968,34.0254933,-118.2924424,,"['6813405223', '6389467808']"
4015423971,34.0255627,-118.2909665,,"['4015423972', '1286136455']"
4015423972,34.025565,-118.2905349,,"['4015423971', '6455522215']"
4015442009,34.0315038,-118.2835354,,"['6816180162', '4015442010']"
4015442010,34.031539,-118.2836114,,"['6816193688', '4015442009']"
4015442011,34.0319228,-118.2844678,,"['6816193692', '358850041']"
4015477523,34.0116463,-118.2783541,,"['1732243679', '1837206589']"
4015477524,34.0116476,-118.2770734,,"['122609797', '1732340069']"
4015477525,34.0123302,-118.2781247,,"['122670273', '1732243679']"
4015477526,34.0128506,-118.2777919,,"['4015477528', '122670273']"
4015477527,34.0133687,-118.2759971,,"['122619504', '122619506']"
4015477528,34.0139166,-118.277118,,"['4015477526', '123571748']"
4015477529,34.0142761,-118.2768882,,"['123571748', '1732243590']"
4015477530,34.0143223,-118.2753831,,"['122619500', '122619502']"
4015477531,34.0155243,-118.2760859,,"['6820982912', '1732243590']"
4015477532,34.0157209,-118.2745033,,"['122619498', '1732243887']"
4015477533,34.01583,-118.2740486,,"['4015477534', '33078880']"
4015477534,34.0159294,-118.2740493,,"['4343588867', '4015477533']"
4015477535,34.015996,-118.2757888,,"['1732243631', '6820982916']"
4015477536,34.0160406,-118.2772185,,"['1732243580', '6820982894']"
4015486530,34.0115981,-118.2652562,,"['1716461424', '1716461290']"
4015486535,34.0145075,-118.2652587,,"['4015486536', '1716461476']"
4015486536,34.0146676,-118.2652613,,"['4015486535', '1790748062']"
4015486537,34.0150893,-118.264653,,['1716461314']
4015486538,34.0155827,-118.2657871,,"['1716461314', '7721082283']"
4015486539,34.0156288,-118.2650962,,"['1790748073', '1716461314']"
4015486540,34.0161038,-118.2669589,,"['67666164', '6805221417']"
4015492465,34.0111025,-118.277827,,"['122609797', '4015492466', '5917800482']"
4015492466,34.0111025,-118.2780176,,"['4015492465', '122609799']"
4015492467,34.0110965,-118.2792634,,"['6788332708', '4060035996']"
4019292082,34.0111071,-118.2767674,,"['122609797', '6790463794']"
4019292083,34.0111217,-118.2746418,,"['6455606408', '7183024958']"
4019292084,34.0111241,-118.2731739,,"['122901106', '4019292085']"
4019292085,34.0111249,-118.2733699,,"['4019292084', '1773954266']"
4019292086,34.0111264,-118.2725775,,"['122901106', '4019292087']"
4019292087,34.0111291,-118.2723872,,"['123153851', '4019292086']"
4019300150,34.0111442,-118.2686194,,"['123373480', '7281805576']"
4019323627,34.0110614,-118.2646398,,"['7260953917', '1716461424']"
4019323628,34.0111101,-118.2671782,,"['123286557', '123316793']"
4020099335,34.0110408,-118.2915032,,['4020099344']
4020099336,34.0110458,-118.2916118,,"['4020099343', '5618016860', '6512317621']"
4020099337,34.0110834,-118.2842987,,"['1855145673', '1855170217']"
4020099339,34.0110949,-118.2811196,,"['122609808', '216153383']"
4020099340,34.0111113,-118.2819036,,"['348123012', '122609808']"
4020099341,34.0112365,-118.2813899,,['6815812997']
4020099343,34.0114407,-118.2916084,,"['4020099336', '4835558510', '6512317622']"
4020099344,34.0117898,-118.2915066,,"['123152321', '4020099335']"
4020099345,34.0120916,-118.2916107,,"['123152321', '4835558508', '4020099349', '4835558510']"
4020099346,34.0120935,-118.2815645,,"['348123342', '348123344']"
4020099347,34.0129132,-118.2915122,,"['6792034221', '6792034222']"
4020099348,34.0131972,-118.2827661,,"['1870795282', '1870795287']"
4020099349,34.0132218,-118.291604,,"['122684540', '6808131543', '4020099355', '4020099345', '6512300967']"
4020099350,34.0134551,-118.2809637,,"['269635976', '6815813020']"
4020099351,34.0135151,-118.2813903,,"['348123160', '348123342']"
4020099352,34.0138408,-118.2915047,,"['122684540', '123053759', '6512300966']"
4020099354,34.0140159,-118.281763,,"['269635685', '269635717']"
4020099355,34.0141425,-118.2916051,,"['123053759', '4060002457', '6815190432', '4020099349']"
4020099357,34.0146527,-118.2814376,,"['4020099361', '348122773']"
4020099358,34.0146845,-118.2827973,,"['4060015481', '6814990127']"
4020099359,34.0150324,-118.2915061,,"['123053759', '4020099362']"
4020099361,34.0152299,-118.2813705,,"['348122770', '4020099357']"
4020099362,34.0153727,-118.2915057,,"['4020099359', '122670230']"
4020099364,34.0155315,-118.2806013,,"['5768963633', '269635100']"
4020099365,34.0160222,-118.282787,,"['6820972450', '4060015482']"
4025085214,34.0110659,-118.2658817,,"['123316793', '1716461424']"
4026699437,34.0171446,-118.2735875,,"['123120178', '123120181']"
4026699438,34.018008,-118.2730463,,"['4011837220', '123009680']"
4059993475,34.0183555,-118.28247,,"['348121996', '4399693649']"
4060002457,34.0141402,-118.2920343,,"['4020099355', '7461410864']"
4060015480,34.0133387,-118.2827663,,"['6814990128', '1870795287']"
4060015481,34.0149123,-118.2827964,,"['1836105028', '4020099358']"
4060015482,34.0161573,-118.2827847,,"['4020099365', '932416162', '6820972447']"
4060035996,34.0110986,-118.2790763,,"['21302795', '4015492467']"
4060083399,34.0312955,-118.2649774,,"['72092084', '1873055916']"
4060083400,34.031301,-118.2653907,,"['63785441', '21098546']"
4060096187,34.0227387,-118.270046,,"['4012726928', '4060096188']"
4060096188,34.0228899,-118.2699535,,"['4060096187', '122814232']"
4060105089,34.0234946,-118.2695706,,"['123120160', '4060105090']"
4060105090,34.0236307,-118.2694805,,"['7861033541', '4060105089']"
4060105091,34.0243446,-118.2690104,,"['4012726932', '4060105092']"
4060105092,34.0244803,-118.2689233,,"['7861033558', '4060105091']"
4060116190,34.0266896,-118.2753702,,"['63785514', '4011837230']"
4060116191,34.0286396,-118.274041,,"['1378231760', '4400460728']"
4060127202,34.025144,-118.2693226,,"['7861033571', '63785414']"
4089614983,34.0229905,-118.2856199,Carson Center,['4089614986']
4089614984,34.0195019,-118.282247,Ground Zero,['4015372469']
4089614986,34.0231394,-118.2854751,Schoenfeld Symphonic Hall,['4089614983']
4141781780,34.0228165,-118.2870715,Little Galen Center,['368172334']
4141790922,34.0229771,-118.2822214,,"['4015423963', '6813379460']"
4141790934,34.0245147,-118.2812803,,"['123327636', '6813379531']"
4147530482,34.0253518,-118.2729916,,"['6813513569', '544348521']"
4147530483,34.0254944,-118.2729026,,"['4012864453', '122659031']"
4162647227,34.0185773,-118.2818624,Starbucks,['4577908517']
4258846991,34.0308349,-118.2743156,,"['1832234142', '1832234141']"
4259066834,34.0274401,-118.2799212,,"['6985856167', '6985856168']"
4291108051,34.03105,-118.26709,Hill 38 Washington,['2611833622']
4343588864,34.011125,-118.2741617,,"['33078879', '1773954241']"
4343588865,34.0111265,-118.2738747,,"['33078879', '1773954266']"
4343588866,34.0112742,-118.2740316,,"['33078879', '1716288068']"
4343588867,34.0160918,-118.2740504,,"['4015477534', '1716288017']"
4343588868,34.016228,-118.2741711,,"['1716288017', '122619498']"
4343588869,34.0162533,-118.2739028,,"['1716288017', '441893332']"
4343588870,34.0165735,-118.2739486,,"['1716288017', '33078883']"
4343588871,34.016598,-118.2740911,,"['216155292', '1716288017']"
4380040147,34.0309671,-118.2915528,,"['6818427893', '6818427923']"
4399693644,34.0182548,-118.2857016,Expo ParkUSC,['7023424980']
4399693645,34.018855,-118.2861912,George Tirebiter,['7023424980']
4399693646,34.0226664,-118.2899311,Massman Theatre,['368172344']
4399693647,34.0186092,-118.2873476,USC Fisher Museum of Art,['4540761794']
4399693648,34.0183205,-118.2829164,,"['4399693649', '4015405549']"
4399693649,34.0183305,-118.2827957,,"['4059993475', '4399693648']"
4399697646,34.022879,-118.2822694,,"['6813379462', '1286136443']"
4399697999,34.0248406,-118.2817322,,"['123327627', '6813565290']"
4399698008,34.0254201,-118.2832662,,"['4399698009', '123005253']"
4399698009,34.0254534,-118.2833547,,"['123044712', '4399698008']"
4399698010,34.0254994,-118.2835409,,"['4399698011', '123044712']"
4399698011,34.0255117,-118.283637,,"['4399698013', '4399698010']"
4399698012,34.0255166,-118.2837995,,"['5237381975', '4399698013']"
4399698013,34.0255167,-118.2837341,,"['4399698012', '4399698011']"
4399698024,34.027325,-118.2832541,,"['441895675', '4399698025']"
4399698025,34.0273552,-118.2833604,,"['4399698024', '214470797']"
4399698026,34.027385,-118.2835945,,"['214470797', '4399698027']"
4399698027,34.0273964,-118.283724,,"['4399698026', '6813405233']"
4399914020,34.0181462,-118.2787496,,"['123292049', '1837202708']"
4399914021,34.0181742,-118.2820137,,"['348122195', '348122196']"
4399914022,34.0182395,-118.2787621,,"['1837202708', '4399914024']"
4399914023,34.0182508,-118.2787058,,"['122470423', '4399914025']"
4399914024,34.0182868,-118.2787831,,"['4399914022', '1837202711']"
4399914025,34.0183179,-118.2787125,,"['4399914023', '1837202707']"
4399914026,34.0183682,-118.2788539,,"['1837202711', '4399914027']"
4399914027,34.0183996,-118.2789013,,"['4399914026', '4399914029']"
4399914028,34.0184099,-118.2810085,,"['6820972462', '4015405552']"
4399914029,34.0184235,-118.2789549,,"['4399914027', '1837202709']"
4399914035,34.0187103,-118.2788539,,"['1614922617', '1614922622']"
4399914037,34.0187348,-118.2788124,,"['1837202714', '4399914040']"
4399914040,34.0187824,-118.2788017,,"['4399914037', '1837202706']"
4399914042,34.018827,-118.2788571,,"['1614922622', '1614922624']"
4399914043,34.018942,-118.2788322,,"['1614922624', '4399914044']"
4399914044,34.0189974,-118.2788095,,"['4399914043', '1614922626']"
4399914049,34.0194383,-118.280015,,"['5472460620', '4015405553']"
4399914059,34.0211752,-118.2805356,,"['123241977', '4015372478']"
4400281325,34.01825,-118.2917403,ExpoVermont,['6813379567']
4400281328,34.0224012,-118.2779241,JeffersonUSC,['1841835282']
